id,imię,nazwisko,płeć,PESEL,miasto,adres,karta_lojalnościowa,telefon,email
1132,Antoni,Wojtkowiak,M,81041727738,Wrocław,ul. Batalionów Chłopskich 46/32,False,48128928536,ant-woj@wp.pl
1133,Katarzyna,Kania,K,97090641219,Bydgoszcz,ul. Oświęcimska 60/41,False,48128509798,x061jf38f5z0@opayq.com
1134,Krzysztof,Kijowski,M,87071153057,Warszawa,ul. Stawowa 55/38,False,48154254632,krzkijo@onet.pl
1135,Yury,Glazik,M,86110355399,Wrocław,ul. Rudzina 12,False,48855792176,ajiqi9081@opayq.com
1136,Mirosława,Nogieć,K,06262137937,Wałbrzych,ul. Henryka Sienkiewicza 27/4,False,48035992342,mir_nogie2006@vp.pl
1137,Wojciech,Taberski,M,86021641611,Olsztyn,ul. Chabrowa 51,False,48687931535,lrhrv2@opayq.com
1138,Tatsiana,Jurek,K,94062038512,Bydgoszcz,ul. Różana 83,False,48409233578,tat-jure1994@gmail.com
1139,Maciej,Zywar,M,70012299194,Złocieniec,ul. Wiosenna 50/48,False,48931207152,jsjti8x63kj8@gmail.com
1140,Edeltraut,Lis,K,93051336330,Wrocław,ul. Leśna 89/18,False,48273999571,pyb6a924@int.pl
1141,Julia,Opoka,K,07221497817,Wrocław,ul. Bukowa 47/49,False,48357607363,gidl5sff7@gmail.com
1142,Nikodem,Kijek,M,88052951017,Świdnik,ul. Pod Gajem 55/20,False,48500840604,n.kij@gmail.com
1143,Kazimiera,Elendt,K,06222545895,Wrocław,ul. Koło Strzelnicy 43/24,False,48826120202,kaz_ele@vp.pl
1144,Paweł,Rembiałkowski,M,70072105055,Nowy Sącz,ul. ks. Jana Osiewacza 9/45,False,48693960130,p-rembialkowski1970@protonmail.com
1145,Lucyna,Olech,K,79051630117,Nysa,ul. Leśna 22/49,False,48665361870,nd54kgc65kie@opayq.com
1146,Aleksandra,Gradoska,K,05221682116,Wrocław,ul. Antoniego Dorsza 30,False,48991029604,a_gradosk@gmail.com
1147,Maksymilian,Florek,M,82092415375,Wrocław,ul. Patriotów 12/31,False,48449286317,flore-maksy1982@wp.pl
1148,Jerzy,Tywoniuk,M,09302904533,Wrocław,ul. gen. Franciszka Kleeberga 81/28,False,48712853463,j-tyw09@wp.pl
1149,Roman,Madeja,M,97012689257,Leszno,ul. Wrzosowa 94/23,False,48595173566,r.madeja97@yahoo.com
1150,Elżbieta,Smaga,K,85022111718,Bydgoszcz,ul. Parkowa 36,False,48448817219,e.smaga1985@onet.pl
1151,Nataliia,Chmielewska,K,78060354593,Wrocław,ul. Polna 76/18,False,48663586249,natch@gmail.com
1152,Arkadiusz,Lemke,M,82071550453,Szczecin,ul. Kiczerowska 84/45,False,48132442756,eplt13fv@opayq.com
1153,Julia,Świerkula,K,97052977011,Szczecin,ul. Południowa 13,False,48850081738,jul-swier@interia.pl
1154,Leszek,Kawecki,M,84020833819,Zielona Góra,ul. Porzeczkowa 9/30,False,48265589690,h30s9ydz2r8uvw43@interia.pl
1155,Franciszek,Bała,M,02211076793,Otwock,ul. Junacka 1/16,False,48967502422,u329z0mv@opayq.com
1156,Olga,Koba,K,88031669375,Kielce,ul. Szkolna 33/13,False,48736008424,x27al17a41181y@opayq.com
1157,Jacek,Gabryszak,M,,Głogów,ul. Lipkowska 60/40,False,48056899589,j-gab@onet.pl
1158,Hanna,Jakubiec,K,,Wrocław,ul. Przepiórki 55,False,48054619135,jakubie_hann99@interia.pl
1159,Laura,Chmiel,K,79071452632,Łódź,ul. Dobrzyńska 50,False,48610364239,lau-chm@protonmail.com
1160,Mateusz,Staniaszek,M,70031933512,Brzeg,ul. Żeromskiego 52/11,True,48237388307,matst@gmail.com
1161,Alla,Szymkowiak,K,87040888416,Wrocław,ul. Chopina 63/2,False,48930079749,all-szymkow503@wp.pl
1162,Gerard,Boguszewski,M,86111722035,Radomsko,ul. Wąska 10,False,48624505290,gerboguszews86@gmail.com
1163,Julia,Zenfler,K,76091690590,Wrocław,ul. Młyńska 62/32,False,48522642101,j-z1976@wp.pl
1164,Monika,Maciaszek,K,96122517230,Giżycko,ul. Staropolska 68/19,False,48955750259,mon.macia6863@gmail.com
1165,Robert,Styn,M,93030644010,Białystok,ul. Ks. Kornackiego 90,False,48677971971,r.sty1993@onet.pl
1166,Aneta,Didłuch,K,73051197870,Wrocław,ul. Szkolna 97/3,False,48554711132,cd5irc7ly3v090@opayq.com
1167,Marzena,Rutecka,K,92022032693,Wrocław,ul. Turkusowa 48,False,48545352456,r.ma@gmail.com
1168,Paweł,Wasilewski,M,99091965459,Wrocław,ul. Marka Galińskiego 6/32,False,48692604890,wa_p99@outlook.com
1169,Tymon,Shydlouski,M,10261623179,Żagań,ul. Szpilka 39,False,48609519702,shydlouski107@onet.pl
1170,Aleksandra,Marzec,K,88012088337,Wrocław,ul. Drukarska 2/32,False,48292212412,ish0y@gmail.com
1171,Paulina,Ciukin,K,83122198091,Lubawka,ul. Kapelanka 2/32,False,48075705985,ciukin19836@gazeta.pl
1172,Franciszek,Buchcic,M,84010113097,Wrocław,ul. Konary 97/16,False,48452896524,f_buchcic@onet.pl
1173,Vladyslav,Parylak,M,92091788714,Głowno,ul. Jaśminowa 50/13,False,48596646679,parylak19925@gmail.com
1174,Wioletta,Bułman,K,,Wrocław,ul. Piasta Kołodzieja 75,False,48893328126,w_bulman@o2.pl
1175,Genowefa,Szostak,K,81072020956,Wrocław,ul. Irysowa 42/7,False,48980542916,szostak0@outlook.com
1176,Giannina,Żandarek,K,82042112574,Wrocław,ul. Letnia 76/22,False,48014877946,gia.zandare481@wp.pl
1177,Lena,Sikora,K,99072166871,Giżycko,ul. PCK 3/29,False,48384317094,sikor_lena1999@wp.pl
1178,Marianna,Kubala,K,96032910338,Wrocław,ul. Ciepła 65/19,False,48844784622,kubala9@interia.pl
1179,Camille,Biegiesz,K,96012207072,Sulmierzyce,ul. Orawska 33,False,48194605013,cbiegiesz1996@gmail.com
1180,Adam,Ławecki,M,88073078933,Wrocław,ul. Jesionowa 2/46,False,48834065945,a.la6518@wp.pl
1181,Grzegorz,Witkowski,M,,Zduńska Wola,ul. 11 Listopada 78/26,False,48100340936,grz-wit1991@onet.pl
1182,Teresa,Wajdzik,K,90071907496,Zielona Góra,ul. Wschodnia 79/8,False,48590302292,terw@wp.pl
1183,Justyna,Basa,K,77012838776,Wrocław,ul. Stanisława Moniuszki 65/10,False,48033286502,j.basa77@gmail.com
1184,Bożena,Brytan,K,83072381059,Poznań,ul. Karowa 41/39,False,48303022394,bryta_b83@onet.pl
1185,Jarosław,Kunz,M,08210589810,Poznań,ul. Taneczna 24,False,48863305133,y712k0e24d9@opayq.com
1186,Dominik,Ciesielski,M,99030103175,Wrocław,ul. gen. Władysława Sikorskiego 45/7,False,48545642866,cidomini1999@onet.pl
1187,Jakub,Dzuliashvili,M,95070749713,Wrocław,ul. Kirkora 17,False,48979275543,dzuli_jakub95@gmail.com
1188,Jacek,Szczepański,M,94031083671,Jedlina-Zdrój,ul. Mostowa 66/30,False,48145082716,j.sz@gmail.com
1189,Stanisława,Kuźma,K,92121537956,Łódź,ul. Na Chochół 54/7,False,48810185183,skuzma1992@gmail.com
1190,Janusz,Pawłowski,M,82031883872,Szczecin,ul. Szkolna 4/6,False,48300979922,j_pawlowski82@wp.pl
1191,Barbara,Wróblewska,K,04322926231,Koszalin,ul. Pilotów 53/40,False,48868268725,b.wroblewska04@interia.pl
1192,Przemysław,Szelezin,M,03292589934,Boguszów-Gorce,ul. Lipowa 71,False,48304704362,szelezin9@o2.pl
1193,Andrzej,Gutowski,M,09240520714,Radzionków,ul. Grapa 19/17,False,48570220360,p6ju387lb@opayq.com
1194,Barbara,Hauptmann,K,75090810839,Wrocław,ul. Cichy Kącik 21,False,48169775446,gc0fy@onet.pl
1195,Zbigniew,Furmańczyk,M,94010656294,Wrocław,ul. Kupiecka 65,False,48163278125,zbi.fur1994@gmail.com
1196,Stanisław,Miodowski,M,99021439254,Wrocław,ul. M. Hłaski 47/27,False,48859164505,sta_miodo99@onet.pl
1197,Alicja,Karpińska,K,03312841176,Gołańcz,ul. Krzysztofa Pendereckiego 56/27,False,48540123068,karpinsk-alicja9288@onet.pl
1198,Krystyna,Siemiński,K,89120296410,Toruń,ul. Nad Potokiem 65,False,48694231300,sieminski15876@wp.pl
1199,Iwona,Podhajska,K,,Kędzierzyn-Koźle,ul. Polna 18/23,False,48203506918,podhajska18424@gmail.com
1200,Władysław,Kozubal,M,86122835076,Wrocław,ul. Spacerowa 10/40,False,48087659433,wkozub86@wp.pl
1201,Maria,Zielińska,K,71080305196,Kamień Pomorski,ul. Długa 40/29,False,48797466344,y0jegrfe4@wp.pl
1202,Kazimierz,Sasinowski,M,94060333411,Wrocław,ul. Biznesowa 71/26,False,48190238195,n8myp0493e83i7s2@opayq.com
1203,Magdalena,Mierczewska,K,10311261674,Wrocław,ul. dr. Mieczysława Kowalskiego 55/51,False,48468384576,m.m5507@gmail.com
1204,Jarosław,Buśko,M,06252552737,Wrocław,ul. Zamkowa 83,False,48598428180,busko20067@o2.pl
1205,Monika,Burszta,K,78121125872,Wrocław,ul. Lwowska 28/35,False,48635024371,burszta1@o2.pl
1206,Małgorzata,Żywko,K,76070659053,Wrocław,ul. Ogrodowa 42/46,False,48126593548,zywko19767@onet.pl
1207,Robert,Kulawka,M,86012669453,Wrocław,ul. Słoneczna 53/3,True,48767043554,r-kulawk@onet.pl
1208,Dominik,Szawerdak,M,79070593152,Poznań,ul. Marszałkowska 23/42,False,48812820574,dom-szawer@interia.pl
1209,Krzysztof,Wala,M,85122367556,Wrocław,ul. Azaliowa 60/43,False,48978719415,k.wal@gmail.com
1210,Krystyna,Czajńska,K,74021423290,Wrocław,ul. Polna 62,False,48100848659,y7m3t1836h6@onet.pl
1211,Jan,Przondziono,M,96041443078,Braniewo,ul. Spacerowa 54/49,False,48558137803,przondziono19966@interia.pl
1212,Iwona,Falba,K,07222461576,Gdynia,ul. Słoneczna 82/19,False,48731053628,i_fa@gmail.com
1213,Sylwia,Łepkowska,K,10282856039,Zielona Góra,ul. Wiatrakowa 82/5,False,48265172249,y9a6065p292k@opayq.com
1214,Łukasz,Madej,M,89112773956,Wrocław,ul. Zielona 23/35,False,48036093492,l.made@wp.pl
1215,Ruth,Stachecka,K,88072242179,Wrocław,ul. Sadowa 57,False,48611338038,r.stacheck984@vp.pl
1216,Alicia,Tekielak,K,81012064390,Wrocław,ul. Trytonów 93/35,False,48445168484,a_tekielak81@wp.pl
1217,Daniil,Martyniak,M,78062963595,Wrocław,ul. Brzozowa 61/50,False,48654251574,martyniak81569@wp.pl
1218,Iwona,Burczyk,K,75011998839,Wrocław,ul. Żarska 19,False,48906010891,ib1975@gmail.com
1219,Dawid,Pudło,M,99020114437,Trzebinia,ul. Spokojna 29,False,48709744375,pudlo19998@o2.pl
1220,Oleksandr,Janik,M,70102535515,Kąty Wrocławskie,ul. Kardynała Wojtyły 42/10,False,48910295525,janik709@wp.pl
1221,Olena,Bułaj,K,09222810596,Wrocław,ul. Brzozowa 42/6,False,48369785495,o_bula@interia.pl
1222,Anna,Niebrzydowska,K,10241248453,Wrocław,ul. Reymonta 68/49,False,48000372596,h42yu47zbg264@gmail.com
1223,Monika,Kowalska,K,09291968099,Leszno,ul. Chabrowa 13/10,False,48503501419,kowalska2@interia.pl
1224,Renata,Adamek,K,74011603235,Bogatynia,ul. Księdza Bony 24/34,False,48416707279,ad_r7704@interia.pl
1225,Angelika,Khlysta,K,75091542876,Wrocław,ul. Łanowa 96/48,False,48405532869,khlyst_@gmail.com
1226,Przemysław,Rudnicki,M,81091806214,Wrocław,ul. Ignacego Krasickiego 30,False,48236446746,q1o051htyha@opayq.com
1227,Elżbieta,Mkhoian,K,86102636354,Wrocław,ul. Azaliowa 51/43,False,48007857645,z318n9xi9d88p@gmail.com
1228,Irena,Dobrovolska,K,94032828635,Gorzów Wielkopolski,ul. Wodna 56,False,48349192425,i.dobrovolska@interia.pl
1229,Henryk,Smela,M,74042571956,Szczawnica,ul. Łąkowa 80,False,48818558041,h_sm1974@gmail.com
1230,Dariusz,Mikalaichyk,M,96061541877,Wrocław,ul. Podhalańska 18/46,False,48528305859,dmikalai3108@outlook.com
1231,Danuta,Sakharova,K,98101244894,Ośno Lubuskie,ul. Polna 88/6,False,48469885542,sakharova8@onet.pl
1232,Łukasz,Ptak,M,72102594370,Głubczyce,ul. Jana Kasprowicza 24,False,48198630709,y96e65yu7k60@wp.pl
1233,Svitlana,Dobrowolska,K,03301467156,Wrocław,ul. Polna 24,False,48313999296,dobrowolska6@onet.pl
1234,Julia,Pieńko,K,84112583097,Łódź,ul. Olszana 94,False,48150452974,jpienko84@gmail.com
1235,Wiesław,Musolf,M,99041354212,Wrocław,ul. Wiewiórowskiego 12/6,False,48202536835,w-musol@gmail.com
1236,Jan,Przegenda,M,74011156610,Wrocław,ul. Rządowa 93/26,False,48097348350,jan.prze@interia.pl
1237,Julia,Lademann,K,04272186990,Gdańsk,ul. Sobieskiego 53/34,False,48776545011,lademann6@interia.pl
1238,Alicja,Nowicka,K,70090412937,Wrocław,ul. Pogodna 5/9,False,48484722204,g19cc5c5os@opayq.com
1239,Przemysław,Kinal,M,05290218876,Kalisz,ul. Henryka Sienkiewicza 88/1,False,48205012638,kinaprze4853@gmail.com
1240,Emilia,Chojnowska,K,93011823618,Wrocław,ul. Szembeka 82,False,48923923146,l816btuk933@gmail.com
1241,Filip,Makolla,M,98013191116,Bydgoszcz,ul. Bukszpanowa 38/4,False,48368105752,dqw7e1n5rjo@o2.pl
1242,Elżbieta,Bielińska,K,84010161991,Rzeszów,ul. Wschodnia 80/49,False,48741774619,bielins.elzbiet4738@wp.pl
1243,Józef,Wysocki,M,03221443537,Wrocław,ul. Brzozowa 9/32,False,48756285414,wysocki1@gazeta.pl
1244,Julia,Soboń,K,09241619150,Białystok,ul. Zygmunta Augusta 67/1,False,48802947517,j_sobo@wp.pl
1245,Lucyna,Szymaniak,K,93122980330,Zielona Góra,ul. Nowa 54/34,False,48996874726,lszymania@gmail.com
1246,Piotr,Rabuski,M,76061856656,Słubice,ul. Azaliowa 95/49,False,48148753212,pio-rabusk1976@wp.pl
1247,Kiryl,Wojciechowski,M,78121438350,Wrocław,ul. Dubienka 49,False,48596090003,u0gb3s34i@wp.pl
1248,Piotr,Dudek,M,10241182438,Jaworzno,ul. Lwowska 73/12,False,48269850306,d_piot2010@gmail.com
1249,Joanna,Lipińska,K,76061806613,Bytom,ul. Spichrzowa 45/5,False,48052759864,l.jo1976@interia.pl
1250,Saba,Hajduk,M,74061416218,Bogatynia,ul. Stanisława Żółkiewskiego 58/43,False,48587258082,ybe0o9@opayq.com
1251,Adrian,Rumin,M,75123024734,Kwidzyn,ul. Kręta 45/38,False,48523785704,a.r1975@outlook.com
1252,Agnieszka,Łajdecka,K,93070226616,Bydgoszcz,ul. Słoneczna 61/47,False,48094180757,lajdec-a@o2.pl
1253,Stanisława,Gadzinowska,K,00242464855,Szczecin,ul. Cicha 48,False,48557567463,gadzinowska006@gmail.com
1254,Józef,Wojdyński,M,78121287114,Opole,ul. Krótka 86/51,False,48349206158,j-wojdynsk@wp.pl
1255,Barbara,Pokorska,K,79083198997,Wrocław,ul. Mokra 36/24,False,48385140940,pokorska5@onet.pl
1256,Marek,Korzonek,M,94092995834,Wrocław,ul. Akacjowa 8/25,False,48736669858,kor.m@wp.pl
1257,Marcin,Pereta,M,,Białystok,ul. Biała 59/9,False,48206986292,m.peret5818@gmail.com
1258,Elżbieta,Mentel,K,09232174958,Wrocław,ul. Brzozowa 39/16,False,48311025765,elz.mente2009@gmail.com
1259,Elżbieta,Orłowska,K,01282504398,Szamotuły,ul. Stanisława Czyża 90,False,48555113674,e.orlowska01@gmail.com
1260,Dariusz,Zolotov,M,09253019515,Łódź,ul. Grabowa 82/13,False,48973396580,zolo_dar@gmail.com
1261,Bogusław,Gąsowski,M,85053055757,Wrocław,ul. Jodłowa 53,False,48069108945,gasowsbogusla@gmail.com
1262,Krzysztof,Wiśniowski,M,82080952356,Międzyrzecz,ul. Parkowa 56/12,False,48581811142,k-wis1982@outlook.com
1263,Magdalena,Dydek,K,77101672832,Wrocław,ul. Platynowa 61/25,False,48430395214,m.dydek1977@yahoo.com
1264,Bartłomiej,Munik,M,98012574655,Wrocław,ul. Słoneczna 70/12,False,48163271037,b_munik1998@gmail.com
1265,Andrzej,Kulikowski,M,83120490799,Warszawa,ul. Kościelna 93/33,False,48594290324,kulikowski4@gmail.com
1266,Ewa,Karczewska,K,00261096912,Kielce,ul. 3 Maja 52/9,False,48975777895,ewa.ka2000@wp.pl
1267,Magdalena,Halasz,K,87083018335,Wrocław,ul. Łagodna 96,False,48155641564,halasz61369@gmail.com
1268,Ewa,Sterecka,K,96061027711,Wrocław,ul. Leśna 60/4,False,48641277786,ewa.st@onet.pl
1269,Kornelia,Oczkowska,K,,Wrocław,ul. Józefa Chełmońskiego 40,False,48142889831,kor_o95@interia.pl
1270,Zuzanna,Szpurgis,K,08211677996,Tychy,ul. Grzegorza Korzeniaka 1/16,False,48879122048,zuz-szpur8021@o2.pl
1271,Tadeusz,Kowalski,M,93011543590,Konin,ul. Powstańców Warszawy 95/25,False,48092918502,g38gm18d@opayq.com
1272,Oliwier,Balczyński,M,84121816351,Wrocław,ul. Kobrówka 92/18,False,48237212824,wyim7oh0p2h@opayq.com
1273,Agnieszka,Schmidt,K,08232734937,Kępno,ul. Pucka 49/24,False,48975866236,aschmid08@onet.pl
1274,Maria,Monteiro Schuartz,K,08212679478,Zielona Góra,ul. Truskawkowa 30/23,False,48394143782,m_montei@onet.pl
1275,Katarzyna,Zbiżek,K,95052367494,Zielona Góra,ul. Solidarności 21/33,False,48631984095,k.zbizek1995@wp.pl
1276,Mykhailo,Gąsowski,M,81040600319,Łódź,ul. Zakątna 16/13,False,48641654513,m-gasowsk@onet.pl
1277,Danuta,Lach,K,87111109536,Wrocław,ul. Krótka 22/28,False,48547881708,dan.lac87@gmail.com
1278,Tomasz,Gruczyński,M,,Białystok,ul. Kazimierza Pułaskiego 32/13,False,48304234782,t-gruczynski@gmail.com
1279,Tadeusz,Lysenko,M,09232604990,Kórnik,ul. Adama Mickiewicza 15,False,48725482359,t_lysenk@o2.pl
1280,Jacek,Kotynia,M,06271432898,Gdańsk,ul. Brata Jana Jakubczaka 57/33,False,48690640811,kotynia20060@interia.pl
1281,Filip,Jasiński,M,71060632757,Tczew,ul. Pod Dębami 24/7,False,48420773781,f-jasinski71@gmail.com
1282,Danuta,Nazarkiewicz,K,94031857290,Opole,ul. Świerkowa 50/45,False,48957814420,dannazarki@interia.pl
1283,Natan,Grudziński,M,01312236578,Wrocław,ul. Chałupnicza 30/37,False,48428985121,grudzinski5@o2.pl
1284,Małgorzata,Stradomska,K,90072527677,Wrocław,ul. Pałacowa 7,False,48026244434,mstrado1990@interia.pl
1285,Antonina,Ziółkowska,K,00251417299,Wrocław,ul. Pawła Stalmacha 51/43,False,48878708828,ant-ziol@o2.pl
1286,Kacper,Dąbrowski,M,02232810598,Wrocław,ul. Ułanów 1/37,False,48052586126,kac.dab5620@gmail.com
1287,Amelia,Potępa,K,78110842690,Dębno,ul. Górnośląska 52/16,False,48554164936,a.pote1978@gmail.com
1288,Jerzy,Czuba,M,89120379735,Ostrów Wielkopolski,ul. Sobótki 41/36,False,48760648068,j-czuba89@onet.pl
1289,Gregory,Wierzchowiak,M,79073042172,Wrocław,ul. Królowej Jadwigi 90/15,False,48604233563,gwierzchowiak@gmail.com
1290,Damian,Rams,M,83051683075,Wrocław,ul. ks. Józefa Czempiela 2/22,False,48794671936,ram.da1983@wp.pl
1291,Łukasz,Hruban,M,94052519658,Wrocław,ul. Północna 76/10,False,48923720575,z428q2rovw@opayq.com
1292,Emma,Sobkiewicz,K,94041247777,Wrocław,ul. Biały Słup 4/6,False,48408949752,e-sobkiewicz94@onet.pl
1293,Aleksandra,Dovhan,K,81032633035,Kalisz,ul. Narcyzowa 48,False,48106538982,dovhan4@wp.pl
1294,Naeun,Ciura,K,72111531470,Gorzów Wielkopolski,ul. Wiejska 48,False,48511325827,nci1972@wp.pl
1295,Krzysztof,Konrad,M,02251827553,Kutno,ul. Ojca Stefana Miecznikowskiego 43,False,48334391154,konra.k@yahoo.com
1296,Lilianna,Kołodziejczak,K,90080187519,Łańcut,ul. Różana 37/28,False,48317123178,lilkolodz1990@interia.pl
1297,Wioletta,Stankiewicz,K,79112420798,Wrocław,ul. Lipowa 96/37,False,48472627960,w.stankiewicz1979@wp.pl
1298,Gabriel,Jankowicz,M,00280559072,Sosnowiec,ul. Stawowa 29,False,48003747554,jankowicz5@gmail.com
1299,Zdzisław,Szelągowski,M,87063093578,Wrocław,ul. Teatralna 79/40,False,48009657324,z-szelagowski1987@gazeta.pl
1300,Jakub,Kolesnyk,M,09320799375,Opalenica,ul. Krótka 10,False,48684129710,kolesnyk094@onet.pl
1301,Szymon,Możdżeń,M,73030575794,Szczekociny,ul. Czesława Miłosza 4/31,False,48439915993,vnzd4tbu8@opayq.com
1302,Włodzimierz,Sochaj,M,94111219817,Wrocław,ul. Zielona 49/16,False,48814279735,w-sochaj@onet.pl
1303,Anna,Kurp,K,98102468378,Kalisz,ul. Kilińskiego 58,False,48578886332,z6cocg8kn19c40b34@gmail.com
1304,Ireneusz,Grabarski,M,08312685135,Wrocław,ul. Polna 18/13,False,48012771545,i_grabar8014@vp.pl
1305,Klara,Drobisz,K,06270317334,Wrocław,ul. Parkowa 25/50,False,48852870119,drobis.kla5949@yahoo.com
1306,Adam,Szkutek,M,97111692097,Wrocław,ul. Palmy 68/27,False,48783956428,ada.szku1997@wp.pl
1307,Wanda,Wojciechowska,K,85083159652,Lębork,ul. Szybowa 3,False,48984100903,wan_wojciecho@o2.pl
1308,Danuta,Popko,K,73070972250,Wałbrzych,ul. Leśna 53/20,False,48814268896,d_popk@wp.pl
1309,Mateusz,Wołoch,M,87051754874,Szczecin,"ul. Wąwóz kpt. Kazimierza ""Herwina"" Piątka 37/38",False,48784246074,m.woloc@gmail.com
1310,Beata,Sobieraj,K,91022749435,Wrocław,ul. Ogrodowa 83/30,False,48806447896,bea_so@gmail.com
1311,Kornelia,Łowicka,K,09232081012,Wodzisław Śląski,ul. Leśna 6,False,48355095636,lowicka3@o2.pl
1312,Łukasz,Trześniewski,M,98011069714,Wrocław,ul. Wirażowa 12/46,False,48315077692,l.trzesni98@gmail.com
1313,Stanisława,Grudzińska,K,90120264415,Paczków,ul. Skryta 34/16,False,48124149564,mm879hlhwv@interia.pl
1314,Irena,Siara,K,70102695619,Piechowice,ul. Lipowa 57/30,False,48966265572,siara5@wp.pl
1315,Andrei,Małek,M,90011464018,Końskie,ul. Gdańska 94/22,False,48957287479,malandr90@gmail.com
1316,Sylwester,Zagalski,M,91032207673,Opole,ul. Marii Dąbrowskiej 95/34,False,48900118086,zagal-sylwes@vp.pl
1317,Marek,Zając,M,02211478953,Toruń,ul. Aleksandra Zelwerowicza 42/42,False,48634307035,zaja@gmail.com
1318,Marcin,Kobielus,M,10222317570,Wrocław,ul. Łowiecka 32/24,False,48952467578,id9824de534@o2.pl
1319,Maria,Szpakowska,K,82031356734,Wrocław,ul. Akacjowa 7/23,False,48161878083,m.szpakowsk@o2.pl
1320,Jonatan,Walter,M,06300795613,Opole,ul. Parkowa 12/43,False,48016170498,gt6n5t61l@opayq.com
1321,Ewa,Hulanicka,K,07311477691,Wrocław,ul. Łączna 70/33,False,48883920962,ewa-hul@gmail.com
1322,Piotr,Kubalak,M,70020572652,Turek,ul. Henryka Sienkiewicza 10,False,48610824646,pk70@interia.pl
1323,Alojzy,Ławniczak,M,92050933791,Wrocław,ul. Rybacka 61/26,False,48183704401,lawniczak19926@interia.pl
1324,Agata,Jankowiak,K,04280145617,Bydgoszcz,ul. Tulipanowa 3,False,48740055509,a.ja8763@gmail.com
1325,Marcelina,Wojnarowska,K,74081788511,Sulechów,ul. Dłużyzny 34/49,False,48980501935,woj_marce1974@wp.pl
1326,Alexandra,Miś,K,97032789539,Nowe,ul. Zielona 89/42,True,48129144283,a-mis1997@wp.pl
1327,Bogusław,Paszyński,M,74052289094,Kraków,ul. Biesiadna 40,False,48902855381,bog.paszynsk@onet.pl
1328,Izabela,Drankowska,K,83031354579,Poznań,ul. Warszawska 26/50,False,48856304163,iza_dranko@gmail.com
1329,Hubert,Mróz,M,80010707238,Wrocław,ul. Krótka 54/19,False,48476929442,h-mroz80@onet.pl
1330,Krystyna,Spychalska,K,82052350814,Łódź,ul. Kościelna 39/3,False,48234289507,spychalska2@interia.pl
1331,Justyna,Król,K,73042416430,Chełmno,ul. Hipiczna 34/21,False,48922581416,krol19730@gmail.com
1332,Mirosław,Łapa,M,01271557914,Wrocław,ul. Spacerowa 73,False,48733713480,mirlap2001@wp.pl
1333,Serhii,Kuźma,M,05232436234,Wrocław,ul. Długa 40/32,False,48103844597,skuzm05@wp.pl
1334,Adam,Dedio,M,,Wałbrzych,ul. Stanisława Likiernika 25/47,False,48087322016,dedi_adam112@interia.pl
1335,Otylia,Kleshch,K,80110373018,Opole,ul. Dębowa 19,False,48342988081,o_k246@protonmail.com
1336,Grzegorz,Walendowski,M,77062726137,Gniezno,ul. Wilhelma Macha 83/12,False,48824628840,walen-grzegorz@interia.pl
1337,Serhii,Kantor,M,71123057295,Wrocław,ul. Orzechowa 51/33,False,48282354146,kantoserhi1971@wp.pl
1338,Marta,Łukaszewska,K,08281585577,Wrocław,ul. Marynarska 24/43,False,48703775060,lumarta5162@wp.pl
1339,Krystyna,Kwiatkowska,K,96012024095,Kłodzko,ul. Floriańska 63/37,False,48694519003,k-kwiatkowska1996@o2.pl
1340,Dawid,Zadroga,M,09253116915,Wrocław,pl. Wojewódzki 82/8,False,48645307743,zdawid09@o2.pl
1341,Yuliia,Kyciak,K,89070108373,Wrocław,ul. Kwiatowa 40/30,False,48075818607,yul-k@wp.pl
1342,Marzena,Pawlik,K,,Kraków,ul. Ignacego Paderewskiego 34,False,48056634948,pawlik7@gmail.com
1343,Agnieszka,Siekierska,K,00271505996,Wrocław,ul. Źródlana 64/14,False,48854844339,agn_si2000@wp.pl
1344,Maria,Sterenczak,K,85110394072,Mielec,ul. Błotna 49/8,False,48089227962,sterencza.mar1985@wp.pl
1345,Paweł,Bugaj,M,06271561954,Wrocław,ul. Generała Sosnkowskiego 16/18,False,48032114865,bugaj060@onet.pl
1346,Tomasz,Framski,M,97120850297,Okonek,ul. Długa 84/42,False,48428368607,framski19975@gmail.com
1347,Elżbieta,Bubela,K,94071771716,Wrocław,ul. Zagrodowa 63,False,48732705684,bub_94@gmail.com
1348,Adam,Siwik,M,91081009516,Wrocław,ul. Cmentarna 58/40,False,48068910242,siwik19919@gmail.com
1349,Aleksandra,Wierzbicka,K,89060617157,Wrocław,ul. Zagórna 12/29,False,48144531299,wierz_aleksan89@o2.pl
1350,Bożena,Kwietniewska,K,96072006714,Limanowa,ul. Kolejowa 9/36,False,48768313791,boz-kwietn@o2.pl
1351,Maria,Fajfer,K,73072711552,Jaworzno,ul. Bukowa 6/39,False,48095679065,fajfer19739@onet.pl
1352,Wanda,Olejniczak,K,71123120678,Rybnik,ul. Kryształowa 43/26,False,48458296017,wan.ole1971@gmail.com
1353,Sylwia,Czupryniak,K,75090592490,Wrocław,ul. Partyzantów 1,False,48527423522,czupry-sylwia1975@wp.pl
1354,Franciszek,Yermolaiev,M,02251498977,Piastów,ul. Sportowa 53,False,48874065846,zapf832086166w@opayq.com
1355,Tadeusz,Serowiecki,M,81122892212,Kielce,ul. Jana Machuta 91/32,False,48895118832,t-serowi@o2.pl
